pair_id,smiles_A,smiles_B,source,transformation,analogs_generated,unique_analogs,B_recovered_exact,B_rank_by_tanimoto,best_tanimoto,top10_tanimoto_mean,smirks_that_recovered_B,runtime_s
CHEMBL_MMP_00001,N#Cc1ccc(-c2cc(C(N)=O)c(Cl)nn2)cc1Cl,NC(=O)c1cc(-c2ccc(F)c(Cl)c2)nnc1Cl,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]F,199,129,False,,0.7632,0.6311,,1.0004
CHEMBL_MMP_00002,COc1cc(C(C)(C)C)c(OC)cc1CC(C)N,COc1cc(C(C)C)c(OC)cc1CC(C)N,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],206,144,False,,0.5946,0.5601,,0.9642
CHEMBL_MMP_00003,COc1cc(OC)c(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)cc1OC,COc1ccc(-c2coc3c4c(ccc3c2=O)OC(C)(C)C=C4)c(OC)c1,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],317,217,False,,0.7321,0.7252,,2.2909
CHEMBL_MMP_00004,Cc1cccc(Sc2cnc(O)nc2)c1,Oc1ncc(Sc2ccccc2)cn1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],200,126,False,,0.6129,0.569,,0.8108
CHEMBL_MMP_00005,COc1ccc2[nH]cc(CCN)c2c1,NCCc1c[nH]c2ccc(O)cc12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],165,112,True,1,1.0,0.6459,OSUB_002;AROM016,1.2887
CHEMBL_MMP_00006,CN(C)c1ncnc2c1ncn2Cc1cccc(Br)c1,CN(C)c1ncnc2c1ncn2Cc1cccc(O)c1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]O,215,137,False,,0.7447,0.6568,,0.9452
CHEMBL_MMP_00007,O=C(NCCCn1ccnc1)c1sc2cc(F)ccc2c1Cl,O=C(NCCCn1ccnc1)c1sc2ccccc2c1Cl,ChEMBL-37/mmpdb,[*:1]F>>[*:1][H],175,114,False,,0.75,0.694,,1.6043
CHEMBL_MMP_00008,COc1cc(CC(C)N)c(OC)cc1Cl,COc1cc(CC(C)N)c(OC)cc1O,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]O,200,140,False,,0.6857,0.6,,0.7786
CHEMBL_MMP_00009,Cc1cn(CCCNC(=O)c2ccc(Cl)s2)cn1,O=C(NCCCn1ccnc1)c1ccc(Cl)s1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],84,57,False,,0.6735,0.6105,,0.2077
CHEMBL_MMP_00010,COc1c2occc2c(CO)c2ccc(=O)oc12,COCc1c2ccoc2c(OC)c2oc(=O)ccc12,ChEMBL-37/mmpdb,[*:1]CO>>[*:1]COC,127,86,True,1,1.0,0.7666,OSUB_011,1.2553
CHEMBL_MMP_00011,COc1ccc2c(c1)c(CCN(C)C)cn2C,CCCn1cc(CCN(C)C)c2cc(OC)ccc21,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CCC,181,124,False,,0.8095,0.6694,,1.316
CHEMBL_MMP_00012,Cc1nn(-c2ccccc2)c(-c2ccccc2)c1C,CCCc1c(C)nn(-c2ccccc2)c1-c1ccccc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CCC,245,149,False,,0.7714,0.6075,,1.8848
CHEMBL_MMP_00013,OCCNc1ncnc2c1ncn2Cc1ccccc1,COc1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]NCCO>>[*:1]OC,158,102,False,,0.6042,0.5408,,0.902
CHEMBL_MMP_00014,CCOC(=O)Nc1ccc(N(C)c2cccc(OC)c2)cc1,CCOC(=O)Nc1ccc(Nc2cccc(OC)c2)cc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],343,217,False,,0.6531,0.6136,,1.7749
CHEMBL_MMP_00015,Nc1nc(N)c2cc(Sc3ccc(Cl)c(Cl)c3)ccc2n1,Nc1nc(O)c2cc(Sc3ccc(Cl)c(Cl)c3)ccc2n1,ChEMBL-37/mmpdb,[*:1]N>>[*:1]O,308,189,False,,0.7436,0.6533,,2.0264
CHEMBL_MMP_00016,COc1cc(O)c(Br)cc1C=C1SC(=O)NC1=O,C=CCc1cc(C=C2SC(=O)NC2=O)c(OC)cc1O,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]CC=C,233,159,False,,0.66,0.5617,,1.2999
CHEMBL_MMP_00017,CNc1ccc(Cl)cc1C(=O)c1cc(OC)c(OC)c(OC)c1,COc1cc(C(=O)c2cc(Cl)ccc2O)cc(OC)c1OC,ChEMBL-37/mmpdb,[*:1]NC>>[*:1]O,293,197,False,,0.6905,0.6559,,2.2452
CHEMBL_MMP_00018,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3=O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(CC)C(C)C3=O,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,133,99,True,1,1.0,0.8125,META025,1.8431
CHEMBL_MMP_00019,COc1cc(C(C)C)c(OC)cc1CC(C)N,CCCc1cc(OC)c(CC(C)N)cc1OC,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1]CCC,206,145,False,,0.6389,0.5945,,0.924
CHEMBL_MMP_00020,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(C#N)nn3)cccc12,COc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nn1,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]OC,322,198,False,,0.68,0.6198,,1.7765
CHEMBL_MMP_00021,CCCc1ccc(OCCCc2cc3c(cc2O)CCO3)cc1,Oc1cc2c(cc1CCCOc1ccc(Cl)cc1)OCC2,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]Cl,273,188,False,,0.7708,0.7191,,2.1112
CHEMBL_MMP_00022,COC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,CCOC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,272,173,True,1,1.0,0.8386,STER_011;ETHER003;META025;EST002,1.3068
CHEMBL_MMP_00023,N#CCCCc1cc2c(cc1O)CCO2,OCCCc1cc2c(cc1O)CCO2,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]O,173,125,False,,0.7105,0.6102,,1.1074
CHEMBL_MMP_00024,N#Cc1ccc(CC(NC(=O)c2ccccc2Br)C(=O)O)cc1,O=C(NC(Cc1ccc(O)cc1)C(=O)O)c1ccccc1Br,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]O,339,219,False,,0.7857,0.673,,1.7584
CHEMBL_MMP_00025,O=[N+]([O-])c1cc2c(ccc3cc(Br)ccc32)o1,COc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]OC,225,135,False,,0.6429,0.5732,,2.1143
CHEMBL_MMP_00026,Cc1ccc2nc(N3CCNCC3)cnc2c1,N#Cc1ccc2nc(N3CCNCC3)cnc2c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]C#N,161,98,False,,0.6667,0.6351,,0.9062
CHEMBL_MMP_00027,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)(C)C(C)C3=O,CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3=O,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],134,99,False,,0.7414,0.7162,,1.6149
CHEMBL_MMP_00028,CN(C)c1ncnc2c1ncn2Cc1cccc(Br)c1,CN(C)c1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1][H],215,137,False,,0.7674,0.6705,,0.9462
CHEMBL_MMP_00029,CNc1ccc(C#CCC(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(C)C2CCCC2)cn1,CN(C(=O)C(CC#Cc1cccnc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,ChEMBL-37/mmpdb,[*:1]NC>>[*:1][H],406,251,False,,0.7746,0.7453,,2.585
CHEMBL_MMP_00030,COc1cccc(Oc2ccc(NC(=O)C(C)C)cc2)c1,COc1cccc(Oc2ccc(NC(=O)C3CC3)cc2)c1,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1]C1CC1,328,211,False,,0.6364,0.5772,,1.7708
CHEMBL_MMP_00031,CN(C)c1ncnc2c1ncn2Cc1ccccc1,COc1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]N(C)C>>[*:1]OC,153,95,False,,0.6136,0.5656,,0.9751
CHEMBL_MMP_00032,Cc1ccc2nc(N3CCNCC3)cnc2c1,Nc1ccc2nc(N3CCNCC3)cnc2c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]N,161,98,False,,0.7,0.6624,,1.0482
CHEMBL_MMP_00033,COc1c2occc2c(CO)c2ccc(=O)oc12,COCc1c2ccoc2c(OC)c2oc(=O)ccc12,ChEMBL-37/mmpdb,[*:1]O>>[*:1]OC,127,86,True,1,1.0,0.7666,OSUB_011,1.5565
CHEMBL_MMP_00034,O=C1OC(=CBr)CCC1c1cccc2ccccc12,O=C1OC(=CI)CCC1c1cccc2ccccc12,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]I,341,203,False,,0.8049,0.6423,,2.0113
CHEMBL_MMP_00035,NC(=O)c1cc(-c2ccc(Cl)cc2)nnc1Cl,COc1ccc(-c2cc(C(N)=O)c(Cl)nn2)cc1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]OC,135,85,False,,0.675,0.6251,,0.9827
CHEMBL_MMP_00036,CCc1cc(OC)c(CC(C)N)cc1OC,COc1ccc(OC)c(CC(C)N)c1,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],214,151,False,,0.5714,0.5382,,1.2791
CHEMBL_MMP_00037,COc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1,Oc1c(-c2ccccc2)nnc2nc3ccccc3n12,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],250,158,False,,0.8333,0.7374,,2.3213
CHEMBL_MMP_00038,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C)c3c2F)C1,C=Cn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(CNCC)C3)c(F)c21,ChEMBL-37/mmpdb,[*:1]C>>[*:1]C=C,168,128,False,,0.7742,0.734,,1.5638
CHEMBL_MMP_00039,CC(=O)Nc1ccc(C=Cc2ccc(F)cc2)cc1,CCCCOc1ccc(C=Cc2ccc(NC(C)=O)cc2)cc1,ChEMBL-37/mmpdb,[*:1]F>>[*:1]OCCCC,221,139,False,,0.5714,0.5096,,1.7332
CHEMBL_MMP_00040,CCOC(=O)c1cc2ccccn2c(=Nc2ccc(C)cc2)n1,CCOC(=O)c1cc2ccccn2c(=Nc2ccc(OC)cc2)n1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]OC,191,116,False,,0.8077,0.7661,,1.0379
CHEMBL_MMP_00041,O=c1c(-c2ccc(O)cc2O)coc2cc(O)ccc12,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,ChEMBL-37/mmpdb,[*:1]O>>[*:1][H],331,222,False,,0.7073,0.6734,,2.25
CHEMBL_MMP_00042,CCCn1cc(CCN(C)C)c2cc(OC)ccc21,COc1ccc2[nH]cc(CCN(C)C)c2c1,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1][H],188,131,False,,0.5,0.4719,,1.6681
CHEMBL_MMP_00043,O=C(NCCCn1ccnc1)c1ccc(Cl)nc1,O=C(NCCCn1ccnc1)c1cccnc1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],102,68,False,,1.0,0.6478,,0.1936
CHEMBL_MMP_00044,CC(C)NCC(O)c1ccc(O)c(O)c1,NCC(O)c1ccc(O)c(O)c1,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1][H],240,172,False,,0.5294,0.4877,,0.9843
CHEMBL_MMP_00045,Clc1ncnc2c1ncn2Cc1ccccc1,CN(C)c1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]N(C)C,144,90,False,,0.6341,0.5444,,0.9856
CHEMBL_MMP_00046,CN(C)c1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,CNc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],155,96,False,,0.6852,0.6198,,1.2629
CHEMBL_MMP_00047,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,CSc1ccc(C(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2Cl)cc1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]SC,262,164,False,,0.75,0.719,,2.156
CHEMBL_MMP_00048,C=CCOc1cc(OC)c(C=C2SC(=O)NC2=O)cc1Br,COc1cc(O)c(Br)cc1C=C1SC(=O)NC1=O,ChEMBL-37/mmpdb,[*:1]CC=C>>[*:1][H],216,146,False,,0.7083,0.6324,,0.8637
CHEMBL_MMP_00049,O=C(NCCCn1ccnc1)c1ccc(Cl)nc1,O=C(NCCCn1ccnc1)c1cccnc1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],102,68,False,,1.0,0.6478,,0.1879
CHEMBL_MMP_00050,CCNC(=O)NC(CCSC)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,CSCCC(NC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],319,212,False,,0.7885,0.7379,,1.1723
CHEMBL_MMP_00051,COC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,CCOC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,272,173,True,1,1.0,0.8386,STER_011;ETHER003;META025;EST002,1.0484
CHEMBL_MMP_00052,Cc1cc(O)c(O)c2oc(=O)c3cc(O)c(O)cc3c12,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],248,185,False,,0.6154,0.535,,3.0142
CHEMBL_MMP_00053,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)C1CC1)OCO3,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)CN)OCO3,ChEMBL-37/mmpdb,[*:1]C1CC1>>[*:1]CN,264,169,False,,0.7414,0.7075,,2.3271
CHEMBL_MMP_00054,CC1CCCN(CCC(=O)c2ccc(O)c(O)c2[N+](=O)[O-])C1,O=C(CCN1CCCCC1)c1ccc(O)c(O)c1[N+](=O)[O-],ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],282,212,False,,0.925,0.729,,1.141
CHEMBL_MMP_00055,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)C1CC1)OCO3,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C=O)OCO3,ChEMBL-37/mmpdb,[*:1]C1CC1>>[*:1][H],264,169,False,,0.6667,0.6375,,2.3744
CHEMBL_MMP_00056,Cc1ccc2nc(N3CCNCC3)cnc2c1,N#Cc1ccc2nc(N3CCNCC3)cnc2c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]C#N,161,98,False,,0.6667,0.6351,,1.3546
CHEMBL_MMP_00057,Cc1cccc(C(=O)OCC(O)CNC(C)(C)C)c1,Cc1cccc(C(=O)OCC(O)CNC(C)C)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],241,154,False,,0.6957,0.6435,,1.0471
CHEMBL_MMP_00058,CN1CCCC(c2cccc(O)c2)C1,CCCN1CCCC(c2cccc(O)c2)C1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CCC,264,180,False,,0.7949,0.6409,,1.0355
CHEMBL_MMP_00059,COc1cc(C(C)C)c(OC)cc1CC(C)N,CCc1cc(OC)c(CC(C)N)cc1OC,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],206,145,False,,0.6765,0.6283,,1.0937
CHEMBL_MMP_00060,Cc1c([N+](=O)[O-])oc2ccccc12,O=[N+]([O-])c1cc2ccccc2o1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],147,92,False,,0.4054,0.3662,,1.1447
CHEMBL_MMP_00061,CC(=O)C=CCC1C(=O)N2C(C(=O)O)C(C)(C)S(=O)(=O)C12,CC1(C)C(C(=O)O)N2C(=O)C(CC=CC=O)C2S1(=O)=O,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],131,99,False,,0.7174,0.7023,,0.3957
CHEMBL_MMP_00062,CCN1c2ccccc2Cc2c(O)ncnc21,Oc1ncnc2c1Cc1ccccc1N2,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],201,129,False,,0.4375,0.4106,,0.735
CHEMBL_MMP_00063,Cc1cnc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)cn1,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Cl)cn3)cccc12,ChEMBL-37/mmpdb,[*:1]C>>[*:1]Cl,328,201,True,1,1.0,0.7367,RING_117,2.3721
CHEMBL_MMP_00064,CN1CCCCC1CN1CCN(Cc2ccncc2)CC1,c1cc(CN2CCN(CC3CCCCN3)CC2)ccn1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],121,97,False,,0.6087,0.559,,0.3861
CHEMBL_MMP_00065,CCN(CC)CCNc1ccc2ncn3c4c(OC)ccc(O)c4c(=O)c1c23,CCN(CC)CCNc1ccc2ncn3c4c(OC)ccc(OC)c4c(=O)c1c23,ChEMBL-37/mmpdb,[*:1]O>>[*:1]OC,265,185,False,,0.8545,0.8235,,2.7074
CHEMBL_MMP_00066,CCOC(=O)c1cc2ccccn2c(=Nc2ccc(Br)cc2)n1,CCOC(=O)c1cc2ccccn2c(=Nc2ccc(F)cc2)n1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]F,178,108,False,,0.8077,0.7341,,1.0199
CHEMBL_MMP_00067,COc1ccc2[nH]cc(CCN)c2c1,NCCc1c[nH]c2ccccc12,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],165,112,False,,0.625,0.5454,,1.3213
CHEMBL_MMP_00068,NCCCCC(NC(=O)c1ccccc1Br)C(=O)O,O=C(NC(CS)C(=O)O)c1ccccc1Br,ChEMBL-37/mmpdb,[*:1]CCCCN>>[*:1]CS,277,189,False,,0.6429,0.6208,,0.935
CHEMBL_MMP_00069,CCCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]OC,329,207,False,,0.7455,0.6946,,2.0609
CHEMBL_MMP_00070,Nc1ccc(S(N)(=O)=O)cc1Cl,Nc1ccc(S(N)(=O)=O)cc1F,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]F,185,119,True,1,1.0,0.5149,HALO_001;HALO008,0.8667
CHEMBL_MMP_00071,Cn1c(=O)c2ccccc2n1Cc1ccccc1,O=c1[nH]n(Cc2ccccc2)c2ccccc12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],261,162,False,,0.4737,0.4302,,1.9893
CHEMBL_MMP_00072,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccccc1OC,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccccc1,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],451,305,False,,0.7826,0.7127,,1.9679
CHEMBL_MMP_00073,CC(C)OC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,CCOC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],257,166,False,,0.8197,0.7731,,1.0269
CHEMBL_MMP_00074,CCn1cc(CCN(C)C)c2cc(OC)ccc21,CCCn1cc(CCN(C)C)c2cc(OC)ccc21,ChEMBL-37/mmpdb,[*:1]CC>>[*:1]CCC,182,125,True,1,1.0,0.7434,META025,1.209
CHEMBL_MMP_00075,COc1cc(CC(C)N)c(OC)cc1Br,COc1cc(CC(C)N)c(OC)cc1C#N,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]C#N,197,138,False,,0.5946,0.5358,,0.9379
CHEMBL_MMP_00076,Cc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,COc1cccc(C(=O)c2ccc3n2CCC3C(=O)O)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]OC,270,178,False,,0.6939,0.6672,,0.9478
CHEMBL_MMP_00077,CN(C)CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,ChEMBL-37/mmpdb,[*:1]N(C)C>>[*:1][H],314,201,False,,0.7045,0.6668,,2.8985
CHEMBL_MMP_00078,CC(=O)Nc1ccc(C=Cc2ccc(F)cc2)cc1,CCCCOc1ccc(C=Cc2ccc(NC(C)=O)cc2)cc1,ChEMBL-37/mmpdb,[*:1]F>>[*:1]OCCCC,221,139,False,,0.5714,0.5096,,2.0251
CHEMBL_MMP_00079,CCc1cc(OC)c(CC(C)N)cc1OC,COc1ccc(OC)c(CC(C)N)c1,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],214,151,False,,0.5714,0.5382,,0.7472
CHEMBL_MMP_00080,Cc1c2c(cc3c(-c4ccccc4F)noc13)CC(C(=O)O)O2,O=C(O)C1Cc2cc3c(-c4ccccc4F)noc3cc2O1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],312,207,False,,0.6667,0.6014,,2.1119
CHEMBL_MMP_00081,CNc1ncnc2c1ncn2Cc1ccccc1,OCCNc1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]NC>>[*:1]NCCO,153,96,True,1,1.0,0.6707,STER_007,0.7644
CHEMBL_MMP_00082,O=C(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,O=C(c1ccccc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],262,164,False,,1.0,0.7863,,1.916
CHEMBL_MMP_00083,CN1CCN(C2=Cc3ccccc3Cc3ccc(Cl)cc32)CC1,CN1CCN(C2=Cc3ccccc3Cc3ccccc32)CC1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],369,242,False,,1.0,0.6932,,1.9363
CHEMBL_MMP_00084,COc1ccc(-c2nnc3n(C)c4ccccc4n3c2=O)cc1,Cn1c2ccccc2n2c(=O)c(-c3ccccc3)nnc12,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],257,163,False,,0.7895,0.7488,,2.3081
CHEMBL_MMP_00085,O=C(O)C1Cc2cc3c(-c4ccccc4F)noc3c(Br)c2O1,Cc1c2c(cc3c(-c4ccccc4F)noc13)CC(C(=O)O)O2,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]C,299,199,False,,0.7778,0.6611,,2.8064
CHEMBL_MMP_00086,CCCc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1,Cc1cc(C)c(NS(=O)(=O)c2ccc(Cl)cc2)c(C)c1,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]Cl,213,141,False,,0.6486,0.6102,,2.0082
CHEMBL_MMP_00087,Cn1cc([N+](=O)[O-])cc1C(=O)NNC(=S)NC1CCCCC1,O=C(NNC(=S)NC1CCCCC1)c1cc([N+](=O)[O-])c[nH]1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],88,69,False,,0.6,0.5694,,0.2691
CHEMBL_MMP_00088,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],332,208,False,,0.75,0.7063,,2.2455
CHEMBL_MMP_00089,COc1ccc(-c2nnc3nc4ccccc4n3c2O)cc1,Oc1c(-c2ccccc2)nnc2nc3ccccc3n12,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],250,158,False,,0.8333,0.7374,,2.2562
CHEMBL_MMP_00090,CCCc1cc(OC)c(CC(C)N)cc1OC,COc1cc(CC(C)N)c(OC)cc1O,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]O,216,155,False,,0.6944,0.6317,,0.9617
CHEMBL_MMP_00091,CCCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]O,329,207,False,,0.7143,0.7025,,1.9803
CHEMBL_MMP_00092,O=C(O)CNC(=O)c1ccc(Cl)cc1,Nc1ccc(C(=O)NCC(=O)O)cc1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]N,157,102,False,,0.6786,0.5725,,0.9471
CHEMBL_MMP_00093,CCCCCC(C)(O)c1cccc(OCc2ccccn2)c1,CCCCCC(O)c1cccc(OCc2ccccn2)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],282,193,False,,0.5741,0.5615,,1.0001
CHEMBL_MMP_00094,COc1cc(C(C)(C)C)c(OC)cc1CC(C)N,COc1cc(C(C)C)c(OC)cc1CC(C)N,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],206,144,False,,0.5946,0.5601,,0.9224
CHEMBL_MMP_00095,Cn1c2ccccc2n2c(=O)c(-c3ccc(Cl)cc3)nnc12,Cn1c2ccccc2n2c(=O)c(-c3ccccc3)nnc12,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],236,146,False,,1.0,0.7328,,2.301
CHEMBL_MMP_00096,NC(=O)c1cc(-c2ccncc2)nnc1Cl,NC(=O)c1cnnc(-c2ccncc2)c1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],71,47,False,,1.0,0.4886,,0.2056
CHEMBL_MMP_00097,COc1cc(C(C)(C)C)c(OC)cc1CC(C)N,COc1cc(C(C)C)c(OC)cc1CC(C)N,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],206,144,False,,0.5946,0.5601,,0.8782
CHEMBL_MMP_00098,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,CCN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,332,208,True,1,1.0,0.7948,AMINE_010;STER_009;META025;META033,1.8573
CHEMBL_MMP_00099,CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1,CC1(C)N=C(N)N=C(N)N1c1ccccc1,ChEMBL-37/mmpdb,[*:1]F>>[*:1][H],133,86,False,,0.6757,0.6003,,1.0113
CHEMBL_MMP_00100,COc1cc(OC)c(OC)cc1CC(C)N,COc1cc(CC(C)N)c(OC)cc1O,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],219,155,True,1,1.0,0.7079,OSUB_002;AROM016,1.0851
CHEMBL_MMP_00101,CN1CCCC(c2cccc(O)c2)C1,Oc1cccc(C2CCCNC2)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],264,180,False,,0.55,0.5165,,1.1561
