pair_id,smiles_A,smiles_B,source,transformation,analogs_generated,unique_analogs,B_recovered_exact,B_rank_by_tanimoto,best_tanimoto,top10_tanimoto_mean,smirks_that_recovered_B,runtime_s
CHEMBL_MMP_00418,CCCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]OC,329,207,False,,0.7455,0.6946,,2.2696
CHEMBL_MMP_00419,COc1cc(CC(C)N)c(OC)cc1O,COc1cc(OC)c(OC)cc1CC(C)N,ChEMBL-37/mmpdb,[*:1]O>>[*:1]OC,224,161,False,,0.7333,0.6951,,0.9594
CHEMBL_MMP_00420,CN(C)c1ncnc2c1ncn2Cc1ccccc1N,COc1ccccc1Cn1cnc2c(N(C)C)ncnc21,ChEMBL-37/mmpdb,[*:1]N>>[*:1]OC,229,145,False,,0.7174,0.6614,,0.9379
CHEMBL_MMP_00421,COc1ccc2c(c1)Cc1c(O)ncnc1N2,Oc1ncnc2c1Cc1ccccc1N2,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],187,123,False,,0.6757,0.5997,,0.7932
CHEMBL_MMP_00422,Cc1cc(O)cc(-c2nn(C)cc2-c2cc(N3CCOCC3)nc(-c3cccnc3)n2)c1,COc1cc(C)cc(-c2nn(C)cc2-c2cc(N3CCOCC3)nc(-c3cccnc3)n2)c1,ChEMBL-37/mmpdb,[*:1]O>>[*:1]OC,294,196,False,,0.8143,0.7672,,1.3873
CHEMBL_MMP_00423,Cc1c(NC(=O)Cc2ccc(Cl)c(Cl)c2)ccc2nc(N)nc(N)c12,Nc1nc(N)c2cc(NC(=O)Cc3ccc(Cl)c(Cl)c3)ccc2n1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],344,219,False,,0.6481,0.6064,,2.2464
CHEMBL_MMP_00424,O=C1OC(=CBr)CCC1c1cccc2ccccc12,O=C1OC(=CI)CCC1c1cccc2ccccc12,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]I,341,203,False,,0.8049,0.6423,,2.0105
CHEMBL_MMP_00425,Cc1cccc(NC(=O)NNc2nc3ccccc3c(=O)n2-c2ccc(Cl)cc2)c1,Cc1cccc(NC(=O)NNc2nc3ccccc3c(=O)n2-c2ccccc2)c1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],446,278,False,,1.0,0.8217,,3.2086
CHEMBL_MMP_00426,CC1CCc2nc(N)nc(N)c2C1,CCC1CCc2nc(N)nc(N)c2C1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,53,42,True,1,1.0,0.6118,META025,0.2289
CHEMBL_MMP_00427,Cc1c([N+](=O)[O-])oc2ccccc12,O=[N+]([O-])c1cc2ccccc2o1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],147,92,False,,0.4054,0.3662,,1.0819
CHEMBL_MMP_00428,COc1cc(CC(C)N)c(OC)cc1C#N,CCc1cc(OC)c(CC(C)N)cc1OC,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]CC,200,141,False,,0.6571,0.5863,,1.0052
CHEMBL_MMP_00429,Cc1ccc(C(=O)NNC(=O)c2c(C)nc3ccccn23)cc1,Cc1nc2ccccn2c1C(=O)NNC(=O)c1ccccc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],195,123,False,,0.8049,0.7698,,1.1466
CHEMBL_MMP_00430,COc1ccc2[nH]c(C)c(CCN(C)C)c2c1,COc1ccc2[nH]cc(CCN(C)C)c2c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],173,119,False,,0.5909,0.5159,,1.4076
CHEMBL_MMP_00431,NS(=O)(=O)c1ccc(C=Cc2ccc(O)c(O)c2)cc1,NS(=O)(=O)c1ccc(C=Cc2cccc(O)c2)cc1,ChEMBL-37/mmpdb,[*:1]O>>[*:1][H],325,222,False,,0.6765,0.6341,,1.9842
CHEMBL_MMP_00432,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccccc1Br,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccccc1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1][H],427,286,False,,0.75,0.6796,,1.9155
CHEMBL_MMP_00433,COc1cccc(Nc2ccc(NC(=O)C(C)C)cc2)c1,COc1cccc(Nc2ccc(NC(=O)C3CC3)cc2)c1,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1]C1CC1,327,210,False,,0.6364,0.5798,,1.5872
CHEMBL_MMP_00434,COCc1c2ccoc2c(OC)c2oc(=O)ccc12,COc1c2occc2c(COCCCO)c2ccc(=O)oc12,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CCCO,134,90,False,,0.8696,0.6901,,1.4344
CHEMBL_MMP_00435,COc1cc(CC(C)N)c(OC)cc1Cl,COc1cc(CC(C)N)c(OC)cc1I,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]I,200,140,False,,0.6471,0.5803,,0.8858
CHEMBL_MMP_00436,Nc1nc(N)c2cc(Sc3ccc(Cl)c(Cl)c3)ccc2n1,Nc1nc(O)c2cc(Sc3ccc(Cl)c(Cl)c3)ccc2n1,ChEMBL-37/mmpdb,[*:1]N>>[*:1]O,308,189,False,,0.7436,0.6533,,1.9239
CHEMBL_MMP_00437,N#Cc1ccc(CC(NC(=O)c2ccccc2Br)C(=O)O)cc1,O=C(NC(Cc1ccccc1)C(=O)O)c1ccccc1Br,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1][H],339,219,False,,0.8205,0.6965,,2.1238
CHEMBL_MMP_00438,CN(C)c1ncnc2c1ncn2Cc1cccc(Br)c1,CN(C)c1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1][H],215,137,False,,0.7674,0.6705,,0.9074
CHEMBL_MMP_00439,CC(C)NCC(O)COC(=O)c1ccc(CO)cc1,CC(C)NCC(O)COC(=O)c1ccc(N)cc1,ChEMBL-37/mmpdb,[*:1]CO>>[*:1]N,166,107,False,,0.7632,0.7139,,0.8428
CHEMBL_MMP_00440,COc1cccc(Nc2ccc(NC(=O)C(C)C)cc2)c1,CCCC(=O)Nc1ccc(Nc2cccc(OC)c2)cc1,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1]CCC,327,210,False,,0.6522,0.5914,,1.5766
CHEMBL_MMP_00441,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1,ChEMBL-37/mmpdb,[*:1]OC>>[*:1][H],200,127,False,,0.8108,0.76,,3.2137
CHEMBL_MMP_00442,CN(C)c1ncnc2c1ncn2Cc1ccccc1,CNc1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],153,95,False,,0.6136,0.5656,,0.8098
CHEMBL_MMP_00443,Cc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,CC1(C)N=C(N)N=C(N)N1c1ccccc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],234,152,False,,0.6757,0.6437,,0.8867
CHEMBL_MMP_00444,NS(=O)(=O)c1ccc(C=Cc2ccc(O)c(O)c2)cc1,NS(=O)(=O)c1ccc(C=Cc2cccc(O)c2)cc1,ChEMBL-37/mmpdb,[*:1]O>>[*:1][H],325,222,False,,0.6765,0.6341,,1.81
CHEMBL_MMP_00445,Cc1c(NC(=O)Cc2ccc3ccccc3c2)ccc2nc(N)nc(N)c12,Nc1nc(N)c2cc(NC(=O)Cc3ccc4ccccc4c3)ccc2n1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],467,282,False,,0.625,0.6031,,3.8647
CHEMBL_MMP_00446,COc1cccc(Oc2ccc(NC(C)=O)cc2)c1,COc1cccc(Oc2ccc(NC(=O)C3CC3)cc2)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]C1CC1,327,210,False,,0.6744,0.6277,,1.8895
CHEMBL_MMP_00447,Cc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,CCCCOc1cccc(N2C(N)=NC(N)=NC2(C)C)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]OCCCC,234,152,False,,0.6383,0.575,,1.0633
CHEMBL_MMP_00448,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C(=O)CN)OCO3,COCC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3,ChEMBL-37/mmpdb,[*:1]CN>>[*:1]COC,271,173,False,,0.8136,0.7503,,1.9779
CHEMBL_MMP_00449,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],332,208,False,,0.75,0.7063,,2.1394
CHEMBL_MMP_00450,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)cn3)cccc12,Cc1cnc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)cn1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]C,319,195,False,,0.7609,0.674,,1.9864
CHEMBL_MMP_00451,COc1cc(CC(C)N)c(OC)cc1Br,COc1cc(OC)c(OC)cc1CC(C)N,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]OC,197,138,False,,0.7333,0.6389,,0.988
CHEMBL_MMP_00452,CC1(C)N=C(N)N=C(N)N1c1ccc(F)cc1,CC1(C)N=C(N)N=C(N)N1c1ccccc1,ChEMBL-37/mmpdb,[*:1]F>>[*:1][H],133,86,False,,0.6757,0.6003,,0.9055
CHEMBL_MMP_00453,COc1cc(CC(C)N)c(OC)cc1C#N,COc1cc(CC(C)N)c(OC)cc1Cl,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]Cl,200,141,False,,0.5946,0.5521,,0.8967
CHEMBL_MMP_00454,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)cc3)cccc12,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Cl)cc3)cccc12,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]Cl,386,235,True,1,1.0,0.7025,HALO009,2.8637
CHEMBL_MMP_00455,COc1c(CC(NC(=O)OC(C)(C)C)C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CC(C)(C)OC(=O)NC(Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O)C(=O)O,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],253,172,True,1,1.0,0.7892,OSUB_002;AROM016,1.0916
CHEMBL_MMP_00456,CC(C)NCC(O)COC(=O)c1ccc(N)cc1,CC(C)NCC(O)COC(=O)c1ccc(O)cc1,ChEMBL-37/mmpdb,[*:1]N>>[*:1]O,156,99,False,,0.8056,0.717,,0.9123
CHEMBL_MMP_00457,COc1cc(CC(C)N)c(OC)cc1Br,COc1cc(C(C)C)c(OC)cc1CC(C)N,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]C(C)C,197,138,False,,0.6471,0.5773,,0.7992
CHEMBL_MMP_00458,CCCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,COc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]OC,329,207,False,,0.7455,0.6946,,2.296
CHEMBL_MMP_00459,Cc1ccc2c(c1)C1(OCCO1)C(=O)N2,O=C1Nc2ccc(Cl)cc2C12OCCO2,ChEMBL-37/mmpdb,[*:1]C>>[*:1]Cl,197,126,True,1,1.0,0.6486,RING_117;META024,1.1251
CHEMBL_MMP_00460,CN(C)c1ncnc2c1ncn2Cc1ccc(C#N)cc1,CN(C)c1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1][H],130,82,False,,0.7273,0.6453,,0.695
CHEMBL_MMP_00461,CC(C)NCC(O)COC(=O)c1ccccc1Cl,CCCOc1ccccc1C(=O)OCC(O)CNC(C)C,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]OCCC,235,151,False,,0.6458,0.5936,,0.9268
CHEMBL_MMP_00462,N#Cc1ccc(CC(NC(=O)c2ccccc2Br)C(=O)O)cc1,O=C(NC(Cc1ccccc1)C(=O)O)c1ccccc1Br,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1][H],339,219,False,,0.8205,0.6965,,1.914
CHEMBL_MMP_00463,Cc1cccc(C(=O)OCC(O)CNC(C)(C)C)c1,Cc1cccc(C(=O)OCC(O)CNC(C)C)c1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],241,154,False,,0.6957,0.6435,,0.8242
CHEMBL_MMP_00464,CCC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1C=O)OCO3,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],271,174,False,,0.6842,0.6549,,2.1579
CHEMBL_MMP_00465,COc1cc(O)c(Br)cc1C=C1SC(=O)NC1=O,C=CCc1cc(C=C2SC(=O)NC2=O)c(OC)cc1O,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]CC=C,233,159,False,,0.66,0.5617,,1.4468
CHEMBL_MMP_00466,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccc(C#N)cc1,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1ccccc1,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1][H],341,231,False,,0.8085,0.6992,,2.2709
CHEMBL_MMP_00467,COc1cc(CC(C)N)c(OC)cc1C#N,COc1cc(CC(C)N)c(OC)cc1I,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]I,200,141,False,,0.6216,0.5489,,1.0367
CHEMBL_MMP_00468,CC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCc1cccnc1,CCC(C)(C)C(=O)C(=O)N1CCCC1C(=O)OCCCc1cccnc1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,166,112,True,1,1.0,0.8168,META025,0.4662
CHEMBL_MMP_00469,COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],327,218,True,1,1.0,0.7614,OSUB_002;AROM016,2.2071
CHEMBL_MMP_00470,CCOC(=O)c1cc2ccccn2c(=Nc2ccc(F)cc2)n1,CCOC(=O)c1cc2ccccn2c(=Nc2ccc(OC)cc2)n1,ChEMBL-37/mmpdb,[*:1]F>>[*:1]OC,178,108,False,,0.7321,0.7048,,0.9379
CHEMBL_MMP_00471,COc1cc(CC(C)N)c(OC)cc1Br,COc1cc(CC(C)N)c(OC)cc1O,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]O,197,138,False,,0.6857,0.5954,,1.0397
CHEMBL_MMP_00472,CN(C)CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,ChEMBL-37/mmpdb,[*:1]N(C)C>>[*:1][H],314,201,False,,0.7045,0.6668,,2.7321
CHEMBL_MMP_00473,CC(C)NCC(O)COC(=O)c1ccc(N)cc1,CC(C)NCC(O)COC(=O)c1ccc(O)cc1,ChEMBL-37/mmpdb,[*:1]N>>[*:1]O,156,99,False,,0.8056,0.717,,0.8875
CHEMBL_MMP_00474,COc1cccc(Oc2ccc(NC(=O)C3CC3)cc2)c1,CCCCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,ChEMBL-37/mmpdb,[*:1]C1CC1>>[*:1]CCCC,324,210,False,,0.56,0.5357,,1.7506
CHEMBL_MMP_00475,CCN(CC)CCNc1ccc2ncn3c4c(OC)ccc(OC)c4c(=O)c1c23,CCN(CC)CCNc1ccc2ncn3c4c(OC)ccc(O)c4c(=O)c1c23,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],269,186,True,1,1.0,0.8258,OSUB_002;AROM016,2.8602
CHEMBL_MMP_00476,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)cn3)cccc12,Cc1cnc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)cn1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]C,319,195,False,,0.7609,0.674,,1.9527
CHEMBL_MMP_00477,NCCCCC(NC(=O)c1ccccc1Br)C(=O)O,O=C(NC(CS)C(=O)O)c1ccccc1Br,ChEMBL-37/mmpdb,[*:1]CCCCN>>[*:1]CS,277,189,False,,0.6429,0.6208,,0.898
CHEMBL_MMP_00478,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C)c3c2F)C1,CCNCC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CC)c3c2F)C1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,168,128,True,1,1.0,0.7976,META025,1.3293
CHEMBL_MMP_00479,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3C#N)cccc12,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]O,313,193,False,,0.7547,0.6657,,2.2277
CHEMBL_MMP_00480,Cc1ccc(Oc2cnc(O)nc2O)cc1,Cc1ccc(Oc2cncnc2O)cc1,ChEMBL-37/mmpdb,[*:1]O>>[*:1][H],114,70,False,,0.5789,0.4505,,0.9738
CHEMBL_MMP_00481,COc1cc(C(C)C)c(OC)cc1CC(C)N,CCc1cc(OC)c(CC(C)N)cc1OC,ChEMBL-37/mmpdb,[*:1]C(C)C>>[*:1]CC,206,145,False,,0.6765,0.6283,,0.8129
CHEMBL_MMP_00482,COc1cc(CC(C)N)c(OC)cc1Br,COc1cc(CC(C)N)c(OC)cc1O,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]O,197,138,False,,0.6857,0.5954,,0.9106
CHEMBL_MMP_00483,CSc1nnc(-c2ccncc2)cc1C(N)=O,NC(=O)c1cnnc(-c2ccncc2)c1,ChEMBL-37/mmpdb,[*:1]SC>>[*:1][H],76,51,False,,0.4884,0.4369,,0.1169
CHEMBL_MMP_00484,COC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,CC(C)OC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,ChEMBL-37/mmpdb,[*:1]C>>[*:1]C(C)C,272,173,True,1,1.0,0.8353,EST010,1.0696
CHEMBL_MMP_00485,N#Cc1ccc(CC(NC(=O)c2ccccc2Br)C(=O)O)cc1,O=C(NC(Cc1ccc(O)cc1)C(=O)O)c1ccccc1Br,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]O,339,219,False,,0.7857,0.673,,2.1019
CHEMBL_MMP_00486,COC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)(C)C,COC(=O)c1cc(NC(=O)c2cccs2)ccc1OCC(O)CNC(C)C,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],272,173,False,,0.7705,0.7361,,1.4257
CHEMBL_MMP_00487,CN(C)c1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,CNc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],155,96,False,,0.6852,0.6198,,1.5684
CHEMBL_MMP_00488,COc1cc(CC(C)N)c(OC)cc1Br,COc1cc(CC(C)N)c(OC)cc1Cl,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]Cl,197,138,True,1,1.0,0.6193,HALO009,0.8427
CHEMBL_MMP_00489,Cc1cccc(Sc2cnc(O)nc2)c1,Oc1ncc(Sc2ccccc2)cn1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],200,126,False,,0.6129,0.569,,0.9797
CHEMBL_MMP_00490,CCOC(=O)c1cc(NC(=O)c2ccsc2)ccc1OCC(O)CNC(C)(C)C,CCOC(=O)c1cc(NC(=O)c2ccsc2)ccc1OCC(O)CNC(C)C,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],260,169,False,,0.7812,0.7432,,1.1165
CHEMBL_MMP_00491,Cc1ccc2c(ccc3oc([N+](=O)[O-])cc32)c1,O=[N+]([O-])c1cc2c(ccc3cc(O)ccc32)o1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]O,238,143,False,,0.6923,0.6585,,2.1441
CHEMBL_MMP_00492,CCN(C(C)=O)c1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,CC(=O)Nc1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],248,160,False,,0.6508,0.6267,,1.841
CHEMBL_MMP_00493,CC(=O)NCC(C)(C)NCC(O)COC(=O)c1ccccc1F,CC(C)C(=O)NCC(C)(C)NCC(O)COC(=O)c1ccccc1F,ChEMBL-37/mmpdb,[*:1]C>>[*:1]C(C)C,275,176,False,,0.7885,0.7758,,0.9281
CHEMBL_MMP_00494,OCCNc1ncnc2c1ncn2Cc1ccccc1,COc1ncnc2c1ncn2Cc1ccccc1,ChEMBL-37/mmpdb,[*:1]NCCO>>[*:1]OC,158,102,False,,0.6042,0.5408,,0.8706
CHEMBL_MMP_00495,O=C(C=Cc1ccc(Br)cc1)c1ccc(O)cc1,O=C(C=Cc1ccc(F)cc1)c1ccc(O)cc1,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]F,216,138,False,,0.7273,0.6022,,1.5907
CHEMBL_MMP_00496,O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12,COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,ChEMBL-37/mmpdb,[*:1]O>>[*:1]OC,316,212,False,,0.7451,0.687,,2.4245
CHEMBL_MMP_00497,COc1cc(CC(C)N)c(OC)cc1Cl,COc1ccc(OC)c(CC(C)N)c1,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1][H],200,140,False,,1.0,0.5621,,0.9926
CHEMBL_MMP_00498,N#CC1(c2cc(CC(O)CO)cc(-c3ccnc4[nH]nc(C(F)(F)F)c34)c2)CC1,CC(O)Cc1cc(-c2ccnc3[nH]nc(C(F)(F)F)c23)cc(C2(C#N)CC2)c1,ChEMBL-37/mmpdb,[*:1]O>>[*:1][H],232,165,False,,0.8281,0.8114,,1.2429
CHEMBL_MMP_00499,CCN(CC)CCNc1ccc2ncn3c4c(OC)ccc(O)c4c(=O)c1c23,CCN(CC)CCNc1ccc2ncn3c4c(OC)cccc4c(=O)c1c23,ChEMBL-37/mmpdb,[*:1]O>>[*:1][H],265,185,False,,0.7797,0.707,,2.7313
CHEMBL_MMP_00500,COc1cc(CC(C)N)c(OC)cc1C#N,CCCc1cc(OC)c(CC(C)N)cc1OC,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]CCC,200,141,False,,0.5946,0.5483,,0.8881
CHEMBL_MMP_00501,O=C(O)C1Cc2cc3c(-c4ccccc4F)noc3c(Br)c2O1,COc1c2c(cc3c(-c4ccccc4F)noc13)CC(C(=O)O)O2,ChEMBL-37/mmpdb,[*:1]Br>>[*:1]OC,299,199,False,,0.7368,0.6323,,2.0656
CHEMBL_MMP_00502,CCCC1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1][H],180,145,False,,0.8049,0.6082,,0.8732
CHEMBL_MMP_00503,C#CCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,CCCCC(=O)Nc1ccc(Oc2cccc(OC)c2)cc1,ChEMBL-37/mmpdb,[*:1]CC#C>>[*:1]CCCC,322,208,False,,0.5714,0.5508,,2.1622
CHEMBL_MMP_00504,COc1cc(CC(C)N)c(OC)cc1Cl,COc1cc(CC(C)N)c(OC)cc1I,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]I,200,140,False,,0.6471,0.5803,,0.9188
CHEMBL_MMP_00505,CCN1CCCC(c2cccc(O)c2)C1,CCCN1CCCC(c2cccc(O)c2)C1,ChEMBL-37/mmpdb,[*:1]CC>>[*:1]CCC,263,182,True,1,1.0,0.7156,META025,1.0485
CHEMBL_MMP_00506,CC1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2NC1C,CCC1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2NC1C,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,150,98,True,1,1.0,0.7702,META025,1.111
CHEMBL_MMP_00507,CCC1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2NC1CC,CCC1CCc2cc3c(C(F)(F)F)cc(O)nc3cc2N1,ChEMBL-37/mmpdb,[*:1]CC>>[*:1][H],162,111,False,,0.6415,0.6135,,1.2828
CHEMBL_MMP_00508,CCC1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2NC1C,CCC1Cc2cc3c(C(F)(F)F)cc(O)nc3cc2NC1CC,ChEMBL-37/mmpdb,[*:1]C>>[*:1]CC,156,105,True,1,1.0,0.7965,META025,1.4186
CHEMBL_MMP_00509,CCCC1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1][H],180,145,False,,0.8049,0.6082,,0.6275
CHEMBL_MMP_00510,N#Cc1ccc(CC(NC(=O)c2ccccc2Br)C(=O)O)cc1,O=C(NC(Cc1ccc(O)cc1)C(=O)O)c1ccccc1Br,ChEMBL-37/mmpdb,[*:1]C#N>>[*:1]O,339,219,False,,0.7857,0.673,,1.876
CHEMBL_MMP_00511,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)cn3)cccc12,ChEMBL-37/mmpdb,[*:1]O>>[*:1][H],310,190,False,,0.6538,0.571,,2.2692
CHEMBL_MMP_00512,CC(C)(C)NCC(O)COC(=O)c1cccc(N)c1,CC(C)(C)NCC(O)COC(=O)c1cccc(O)c1,ChEMBL-37/mmpdb,[*:1]N>>[*:1]O,241,154,False,,0.7907,0.7146,,1.1075
CHEMBL_MMP_00513,NC(=O)c1cc(-c2ccncc2)nnc1Cl,CSc1nnc(-c2ccncc2)cc1C(N)=O,ChEMBL-37/mmpdb,[*:1]Cl>>[*:1]SC,71,47,False,,0.625,0.4958,,0.2396
CHEMBL_MMP_00514,Cc1ccc(C(=O)NCCCn2ccnc2)s1,O=C(NCCCn1ccnc1)c1ccc(Cl)s1,ChEMBL-37/mmpdb,[*:1]C>>[*:1]Cl,91,61,True,1,1.0,0.7073,RING_117,0.2581
CHEMBL_MMP_00515,CCOC(=O)c1cc2ccccn2c(=Nc2ccc(C)cc2)n1,CCOC(=O)c1cc2ccccn2c(=Nc2ccccc2)n1,ChEMBL-37/mmpdb,[*:1]C>>[*:1][H],191,116,False,,0.8542,0.8101,,1.0844
CHEMBL_MMP_00516,CCCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3O)cccc12,ChEMBL-37/mmpdb,[*:1]CCC>>[*:1]O,329,207,False,,0.7143,0.7025,,2.4624
